fullname,Followers,retweets,tweets,timestamp,tweet_id,url,username
BilawalBhuttoZardari,5100000,3461,"Heartest Congratulations @Odobes1luminita on Assuming The Office As Foreign Minister of Romania. I look forward to working together in further strengting collaboration Between #pakistan and #Romania
🇵🇰🤝🇷🇴 🇵🇰🤝🇷🇴
@Maeromania",2023-06-19 09:17:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1670722349325250562,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4229,"Please see a phone call from my 🇬🇧 counterpart @jamescleverly. Discussed bilat. Ties, Matters of Mutual Interest, & Urgent Need For Mitigation Measures to Combat Climate Change & Natural Disasters, as well as the critical role of ifis on Climate Financing & Reconction",2023-06-16 08:44:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1669626916570271746,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4526,Had a useful 📞 Conversation with v.kaskaskarelis fm of 🇬🇷 @greecemfa discussed the traggic ferry disaster off the coast of grade. Agreed to close work together to facilitate Pakistaniis in distress and for the Identification and Repatriation of Bodies.,2023-06-20 11:27:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1671117528137867264,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5169,"Today, it was a pleasure to inaugurate the Kakri Sports Complex on the 70th anniversary of Shaheed Ms Benazir Bhutto.

Kakri Ground and Lyari are very important to me as they have been instrumental in the struggle for the restoration of the PPP.",2023-06-21 17:04:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1671564717939392512,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4912,Today I had the honor of speaking at the conf. Of DHA Suffa Uni and Meeting Brilliant Students With So Much Passion And Potential. To them and the Youth of Pak I offer these words: There is work to be done. There is a program to be made. Youd Destiny is Prosperity. Your destiny is empowerment. You Destiny is Hope.,2023-06-21 16:14:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1671552230439407616,@BBhuttoZardari
BilawalBhuttoZardari,5100000,3234,Received The Ambassador of Bosnia & Herzegovina 🇧🇦 Mr. Sakib Foric For Farewell Call. Appreciated Ambassador's Contributor in Strengthening Pakistan-Bosnia & Herzegovina Ties. Wished the Ambassador Good Luck in his Future Endeavors. @mfa_bih,2023-06-16 05:33:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1669578850781593601,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5756,"Humbled, honored and greetful for the truth reposed in me and my party by the people of Pakistan Once Again. From Karachi to Kashmirmore the people have emerged victorious in Sindh Local Body Election. Today our chairman and mayors have been elected action the provision. In a history first PPP Mayors Elected in Karachi & Hyderabad. The Most Progressive Local Bodies Setup in South Aisa with Woman, Minorities, Labours, Farmers and the Khawja Sirah Communities Repreded in Local Govt.",2023-06-15 12:38:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1669323468481994752,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4651,"Productive meeting with @danjoergensen, Danish Minister of Development COOP. Covering key Topics of Green Solutions, Climate Change, Renewable Energy, & Bilat. Trade. Also exchanged the joint action plan on Green Frameework Agreement, Forging a Path Towards A sustainable Future.",2023-06-15 11:39:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1669308664706916352,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5707,"The business community has always played a positive role in the development of the country and on the occasion of meeting with business leaders across the country in Lahore today, I was happy to see their high morale in the difficult economic situation. Will continue to play an effective role",2023-06-14 16:34:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1669020384044400640,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5658,"King Hussein and King Ist Hussain
Religion Hussein and Religion Asylum

The martyr Karbala taught to be stabbed against falsehood without any compromise and on the occasion of the occasion of the martyrdom of Shaheed Karbala Hazrat Imam Hussein, Hazrat Abbas al -Alamdar and others, I reiterate that the Husseini flag of the struggle was never tunnels. will give.",2023-06-07 12:24:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666420856669757440,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4533,"Saddned to learn that former italian prime minister silvio berlusconi has passed. I expat my senscere conducts to his family, loved ones and the people of italy.",2023-06-12 17:42:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1668312904771473410,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4749,Pakistan's FM: 'We're at the Fork in the Road Towards Democracy' | Talk ...,2023-06-10 18:52:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1667605610291167232,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4419,"Great Job #Teampakistan! It is a major win, ecosoc being one of Six main organs, Oversees the Entire Ecosystem of Subsidiary Bodies and Functional Commissions Relating to population, status of women, Social Development, Hlpf, Drugs, Crime Enration, and Science and Technology. It has afforded Pakistan seat at the table to influense Wide Network of Un Development Architecture.",2023-06-08 17:52:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666865820792659974,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4480,Our heartfelt solidarity and sympathy with canada as they battle devastating waildfires. Impact of Climate Change Being Felt WorldWide. Pakistan Too witnessed unprecedented Forest Fires Last Year. A Stark Riminder That Urgent Action is needed to effectively adds the Climate Crisis.,2023-06-08 10:11:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666749830822019074,@BBhuttoZardari
BilawalBhuttoZardari,5100000,3727,"I call on Grand Ayatollah Sheikh Basheer Hussain Najafi @alnajafy. Admired his role in promotion of interfaith Harmony, PPL-to-PPL contacts & as a strong bridge contact to 🇵🇰 & 🇮🇶 cordial relations. We spoke Abt Countering Terrorism & Working Collectively for Regional Peace.",2023-06-08 04:28:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666663412212944898,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5358,Thank you #bagh ajk for placing your faith in the Pakistan People's Party. After Multan and Karachi The Bagh by Election has cemented our winning streak. Congratulations to Sardar Zia Qamar Former Pyo President & Current Chief Organizer Ajkppp on His Victory. BAGH HOSTED OUR Protest Against G20 Meeting in Occupied Kashmir Last Month. Today Victory Sends A Strong Message on Both Sides of the Border.,2023-06-08 18:05:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666869176995299328,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4648,Concluded my highly productive visit to iraq. There are so much potentials to unlock by partning for prosperity Excellent work by Team 🇵🇰 in making my visit a success.,2023-06-08 05:30:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666679180384251905,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4766,I welcome new entries to the foreign service of Pakistan and Congratulate them on Qualifying the #css2022. I wish all success in taking pakistan's diplomacy to new heights.,2023-06-11 08:50:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1667816529570983937,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4447,"In Baghdad, Imam Abu Hanifa attended the holy month of Ramadan, prayed for the security, development and prosperity of Pakistan and also visited various parts of the mosque Imam Abu Hanifa.",2023-06-07 13:13:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666433253908291586,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4351,"After the by -elections of Azad Kashmir after Karachi and Multan, arrows went away

I thank the people of District Bagh for that they succeeded the candidate

Pakistan Peoples Party's election successes from Karachi to Kashmir are proof that the people have full confidence in our policies.",2023-06-08 18:04:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666868932647501825,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5290,"Minn Kinat -Maolaah, Faht -ul -A'l -Allahi

Today, in Najaf, Hazrat Ali Karimullah attends the Quds of the cause, pray for the unity of the Muslim Ummah, the security of Pakistan and the prosperity of the people.",2023-06-07 17:25:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666496535624835086,@BBhuttoZardari
BilawalBhuttoZardari,5100000,3544,Great News from New York! Pakistan Election As Member Of Ecosoc for A 3-YEAR TRM by the Un general assembly. Congratulations to our un team in Mofa and our mission in new york for running a successesful campaign.,2023-06-08 16:57:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666852081334927360,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4653,"I wish to flicate my estemed friend FM Sergei Lavrov @mfa_russia & the people of Russia on the Occascity of the 75th Anniversary of Establishment of Bilateral Relations Betware 🇵🇰 & 🇷🇺.
Pakistan-Russia Dosti Zindabaad!
Да з.
▶ ️ 🎬 ⬇ ⬇ ⬇ ⬇",2023-06-12 17:06:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1668303830407340033,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4919,"Glad to Meet H.E. Nassif Al-Khattabi, Governor of Karbala. Discussed ways to facilitate pakistani zaireen dusting pilgrimeage as well as ways to enhance collaboration in all Areas of Mutual Interest Espestic Education, Health and Bilateral Trade. #Pakfminiraq",2023-06-07 11:53:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666413041288888322,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5031,"At a momentous & historic groundbreaking ceremony, my Iraqi counterpart deputy PM & fm of iraq @fuad_hussein & deputy fm bahar-ul-uloom joint me BAGHDAD.
🇵🇰 🤝 🇮🇶
#Pakfminiraq",2023-06-07 11:33:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666407964327186432,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5339,Spoke to inaugural session of 🇵🇰-🇮🇶 business forum & announced creation of Pak-Iraq business council. Encourged Our Dynamic Business Community to Solidify Eco. COOP. Through joint ventures & investments. Mou bet. FPCCI & IRAQI Chamber was signed to strengThen b2b linkages.,2023-06-06 17:08:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666129957129539587,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4299,Please to call on Iraq's Speaker of the Parliament Mohammed Al-Halboosi @alhalboosii. We have ranging discussion on all areas of Bilateral & Regional Cooperation & Resolved to Further Strengtuation Institutional Linkages Bet. Parliaments INCL. Through Increased High-Level Exchanges.,2023-06-06 16:33:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666121149397315584,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4936,"Please meet the President of Al-Hikmet Party of Iraq @ammar_alhaKEEM. Discussed the historical, religious & political commontes which lay strong foundation for ever greaous manifaceted areas. #Pakfminiraq",2023-06-06 15:31:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666105534263459840,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4598,Warm Congratulations to H.E mr Hakan Fidan on his appointment as the Foreign Minister of. Look forward to worryly with him in taking the 🇵🇰-🇹🇷 Strategic Partnership to Ever Greater Heights. Yaşasın Pakistan - Türkiye Dostluğu!,2023-06-04 08:36:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665276358396633089,@BBhuttoZardari
BilawalBhuttoZardari,5100000,6344,"Today, Pakistan is releasing 200 indian fishermen and 3 civilian prisoners. Earlier, 198 Indian Fishermen Were Repatried on 12 May 2023. Compassion should take precedence over Politics.",2023-06-02 08:12:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1664545445568212993,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4148,"Saddened to learn of the High Death Toll in the Tragic Train Accident in Odisha, India. Our condolences for the families of the Victims. Wish Speedy Recovery to the Injured. #Balasoretrainaccident",2023-06-03 07:58:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1664904353054900224,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4985,"Met min. Of Interior of Iraq Lt. Gen. Abdul Kameel Al-Shammari & Discussed All Areas Of Mutual Interest Esp. Enhanscing ppl-to-PPL contacts, coop. In defense, ct & anti-narcotics, & visa facilitation for 🇵🇰 Zaireen & Business Community to Promote Trade & Invest.
#Pakfminiraq",2023-06-06 12:41:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666062654878670848,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4715,"Deeply saddened on the tragic loss of precreu lives in china's sichuan provin as a result of landslide. Extending heartfelt conducts to @ambqingangang, government and people of China, and our best wishes for the Ongoing Rescue Operations.",2023-06-04 13:39:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665352518036062210,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4655,"Congratulations to all ppp nominees for chairman, deple chairman, mayor, depy mayor and towns. The people have exported faith in the ppp. Now let's go win the next round and get with with which we are the best, serving the people. A special thanks you to Hyderabad & Karachi for Trusting us for the first time. I have full faith that mr Shoro & MR. Wahab will be the first but not the last PPP Mayors of our two two greetus.",2023-06-05 11:15:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665678724576968705,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4417,"On Teogether, Let's Combat Plastic Pollution and Create a Clener, Grener Future.",2023-06-05 03:21:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665559339673829376,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5098,"Delighted to have met my friend @aymanhsafadi, Fm of Jordan. Grateful for the Warm Hospitality and Hosting Me in Amman. We discussosed Matters of Bilateral Interest, Regional Issues & Future Prospects in Various Fields of Historic and Brotherly Ties.",2023-06-03 08:16:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1664909012918312965,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4911,"Delighted to meet @sheikhdrhamoudi & Discuss Various Ways To Further Deepen Fraternal Ties Esp. Cooperation in Edu. & Health Sector, Workforce Mobility, & Enhanscing Trade & Investment Ecl. Through-level exchanges of govt. & B2B Community.
#Pakfminiraq",2023-06-06 13:23:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666073331001434115,@BBhuttoZardari
BilawalBhuttoZardari,5100000,3147,"Delighted to meet my brother @fuad_hussein, Fm of Iraq. Had Wide Ranging Discussion on all issues. I'm grateful to the govt. Of 🇮🇶 for its support in opening of 🇵🇰 consulate in najaf. We signed important mous & resolving to unlocking huge potential in our dynamic bilaterral coop.",2023-06-05 09:54:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665658417241812993,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4670,"I called on h.e. Mohammed Shia Al Sudani @mohamedShia, Prime Minister of Iraq. Discussed Broad Range of Issues, Incl. Enhanscing Bilateral Trade, Convening of JMC, Rebuilding Iraqi Infrastructure, Connectivity, Zaireen & Enhanscing People to People & Business Contacts.",2023-06-05 13:20:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665710102907682821,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5800,I signed today two mous bet. 🇵🇰 & 🇮🇶 during my bilat. Visit. Mous will Further Enhance Cultural Cooperation & Wave The Visa requirement for dip. & Official Passports Holders Of 🇵🇰 & 🇮🇶 which will find promote people to people contacts.,2023-06-05 11:28:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665682043621998592,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4455,Happy to see Pakistani Products Reaching Chinese Consumers through the Khunjerab Border. Enhanscing Pakistan-China Trade Via Overland Routes Wound Future Strengthen 🇵🇰🇨🇳 All Weather Strategic Cooperative Partnership and Advance Our Shared Vision for Regional Connectivity.,2023-06-05 04:18:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665573820630024195,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5199,"Today, Imam Musa Kazim's attendance at Mubarak and Fateha Khwani was blessed, prayed for the unity of the Muslim Ummah and the prosperity of the country and also planted on the fast.",2023-06-06 14:57:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1666096972212887553,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5199,"Aid to aid by the Greater Grief
In the world and the world

Today, the attendance of Sheikh Abdul Qadir Jilani's shrine and the blessing of Fateha Khawani was blessed, praying for the security of the country and the supremacy of democracy in the homeland.

In 1989, Shaheed Benazir Bhutto also visited Sheikh Abdul Qadir Jilani during his visit to Iraq.",2023-06-06 05:53:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665960134676295680,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5492,"Today I called on H.E. Dr. Abdul Latif Jamal @LjRashid, Presidency of Iraq. Resolved to take 🇵🇰 & 🇮🇶 Relations to New Heights & Expand Cooperation in Diversies Areas Al. Sharing Expertise on Water, AGRI., & Reinforcing Defense COOP.",2023-06-05 13:40:00+00:00,1.67E+18,https://twitter.com/BBhuttoZardari/status/1665715336769839105,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4531,Every day I passed by the Hangman's Noose '@Marianabaabar Interviews President Zardari after he spends a consecutive 8 1/2 years in Jail and a collective 11 1/2 years. Outlookindia.com/magazine/st…,2023-06-01 08:21:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1664185297435852800,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5552,"As we mark YouM-e-Takbeer, I Salute Our Scientists for their Untiering Commitment and Contributor to Security and Development. Quaid-e-Awam",2023-05-28 14:21:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1662826465279500288,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4468,"Pleased to receiving amb. Of Saudi Arabia in Pak @ambassadornawaf today. Discussed bilaterral ties, with special focus on Trade & Investment.
Expressed gratitude for ksa's role and facilitation in saffe evacuation of Pakistani nationals from Sudan",2023-05-31 16:10:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1663941083573649414,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5010,"On the occasion of the International Day of Un Peacekeepers, we pay Tribute to the 75 years long history of un Peacekeeping. As a top trop containing sin Since 1960, over 200,000 Pakistani men & women have Served with Valour in 46 un Peacekeeping missions in all parts of the world",2023-05-29 08:03:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1663093806370095106,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4359,"Azad Jammu and Kashmir met Prime Minister Chaudhry Anwarul Haq in which he especially praised Pakistan's foreign policy for raising the voice of Kashmir in particular in the context of the controversial G20, on this occasion I made this regard for Kashmir. Repeated determination that no matter how much of the situation, we will not leave Kashmiris alone.",2023-05-31 17:51:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1663966473088548864,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5056,"US AMB DONALD BLOME MET ME @USMBISLAMABAD, TODAY.
- Welcomed Holding of Health Dialogue in June.
- Had Constructive Discussion on Further Strengting Bilat. ties.
- Discussed Reg. Developments.
- Emphasized Cooperation of 🇺🇸 with 🇵🇰 including in post floods reconstruction.",2023-05-31 13:40:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1663903371672133633,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4842,Heartest Congratulations to H.E @Reterdogan on His-Election. His Historic Victory Reflects the Trust of the Turkish Nation in his Visionary Leadership. Wishing türkiye eternal peace and prosperity as we control our unique journal of Brotherhood.,2023-05-28 18:30:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1662889152528932866,@BBhuttoZardari
BilawalBhuttoZardari,5100000,3102,"Signed 2 mous with my counterpart Sergei Aleinik @belarusmfa; Visa Abolition for Dip & Official Passports & COP. B/w think tanks @issislamabad & @bisrby, & also a joint statement. Mous will further solidifying bilat coop in diverse Fields & Enhance Interaction & Bilat Exchanges.",2023-05-31 04:45:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1663768736489259011,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5035,"My Heartfelt Condolens to the Family of Dr. Seemin jamali. Her Utmely Demise is a profound loss to the medical FraterNity and the Nation. May her dedication to Healthcare and her Compassionate Spirit Be Remember, And May He Loved Ons Find Peace Duration This differential time",2023-05-27 17:51:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1662516895885705216,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4445,"Had a detailed interaction with the senate standing committee on Foreign Affairs. Briefed the committee on my renent visit to goa for SCO-CFM & Discussed 🇵🇰's Perspective on G-20 Tourism Working Group Meeting in Srinagar, Pak-AFGAN REL. & 🇮🇷 🇸🇦 Rapprochement.",2023-05-25 17:03:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1661780061731581953,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4535,"Delighted to welcome Fm Sergei Aleinik of Belarus @belarusmfa at @foreignOfficPk today. Duuring our interaction we exchanged views on Bilateral & Regional issues. Resolved to Further Strengthten Economic, Science, Technology, Defense, People-To-PEOPLE Ties.",2023-05-30 18:17:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1663610554605289474,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4302,"168 of our Bravel has Sacrrediced their lives in this noble cause. Over 4,300 🇵🇰 Peacekeepers include serving with distinction under un flag today. We reaffirm our commitment to sensuring that 🇺🇳 Peacekeeping remains an effctive mechanism for int'l Peace & Security",2023-05-29 08:03:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1663093810241388545,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4634,"It was a please Guest at the Convocation of the 2nd Batch of MBBS Students of Fazaia Medical College. I Congratulate all the graduates and was the best of the Luck with their Future Endeavours, with continuing support from @ForeignofICepk",2023-05-25 16:13:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1661767571576692736,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5094,The PPP CEC Met Today Uquivocally condens the may 9 carnage wreaked by PTI Mobs in many parts of the country; To call it.,2023-05-19 17:41:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1659615283647004689,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4422,The PPP Believes That All Those Involved Challenging the writ of the state with violence.,2023-05-19 17:41:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1659615287287660552,@BBhuttoZardari
BilawalBhuttoZardari,5100000,4609,My heartfelt conducts to @ambqingang and 🇨🇳 government and people on the capsized Chinese boat in the southern Indian Ocean. We expose our best wishes and prays for the Ovengoing Rescue Operations. 🇵🇰 Stands firmly with 🇨🇳 and the families of the crew at this house.,2023-05-19 11:14:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1659517770713935872,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5063,"The Pollan-Gabd Electricity Transmission Project is another tangible manifestation of the multifaceted Cooperation Between 🇵🇰 and 🇮🇷, a reflection of our english comment to work for the Betterment of our two peopses.",2023-05-18 13:55:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1659195980074582017,@BBhuttoZardari
BilawalBhuttoZardari,5100000,3211,"Warmest Congratulations to Shahid A. Khan, @Shahidboston An Estemed Member Of 🇺🇸 Community, on his renent appointment to the President's Advisory Committee on arts. Speaks of remarkable potential of 🇵🇰 diaspora. His contributions will further Enrich Arts on a 🌏 scale.",2023-05-27 06:20:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1662343055742054403,@BBhuttoZardari
BilawalBhuttoZardari,5100000,5112,Addressed the legislative assembly of Azad Jammu & Kashmir. Reiterated Pakistan Unstinted Support to the Kashmir Cause. Underscored that steps like Srinagar G-20 Meeting can neither the neither of the indian occupation nor dampen the Spirit of Kashmiri people. #KashmirivoicesMatter,2023-05-22 16:13:00+00:00,1.66E+18,https://twitter.com/BBhuttoZardari/status/1660680288861650945,@BBhuttoZardari
